,candidate,text,sentiment
6217,Joe Biden,"@KyleKulinski Joe Biden may be polling higher than him, but Delaney could totally take him in a push up contest.",positive
6218,Joe Biden,RT @Gdad1: Crazed Texass person threatens to impeach Joe Biden in hearing meltdown: ‘We’ve already got the forms’ https://t.co/EbTMMDPzzL,neutral
6219,Joe Biden,RT @CHHolte: @dianesbaker1 @ninaandtito The Grifter party propaganda arm is smearing Joe Biden already.  Whether they are working directly…,neutral
6220,Joe Biden,Confused Joe Biden Thinks He's in Iowa When He's in New Hampshire [Video] https://t.co/A1VOnwvJ5z via @YouTube,negative
6221,Joe Biden,RT @NoraBrup: Unbelievable! MSNBC has become a tool of the mother*ckers who are f*cking our country. Morning Joe did the same thing with th…,negative
6222,Joe Biden,"RT @BostonSprtsNews: @mauidiver1 
Time for Justice 
Hillary Rodham Clinton 
Barack Hussein Obama 
Joe Biden
John Brennan 
James Clapper 
Ja…",neutral
6223,Joe Biden,Unbelievable! MSNBC has become a tool of the mother*ckers who are f*cking our country. Morning Joe did the same thi… https://t.co/ig8t1ai0le,negative
6224,Joe Biden,"@Fansen @paulsperry_ the only one that GOT ""SOMETHING FOR SOMETHING"" was Joe Biden he got ""THE HEAT OFF OF HIS SON HUNTER BIDEN""",neutral
6225,Joe Biden,"RT @groth1945: 🆘Rudy,get this report out ASAP .! It will have documentation to confirm the Biden’s both Hunter and Joe were benefitting fro…",neutral
6226,Joe Biden,"Pompeo is meeting with the Boss. (the real boss... they guys who own Trump).
But the Ukraine had to do a FAVOR befo… https://t.co/0tFcC7NGqi",positive
6227,Joe Biden,RT @hscurmn: @JasonOverstreet @MSNBC @Morning_Joe @ewarren @Morning_Joe helped give us Trump in 2016; and they’re going to do it again for…,neutral
6228,Joe Biden,"@Terryfisher68 @jaggedlinesart @benshapiro Yes it was. The aid got held up for days, and what he did was an abuse o… https://t.co/yu8ilXAu9N",neutral
6229,Joe Biden,@DonaldJTrumpJr @realDonaldTrump Joe Biden needs to quietly retire and enjoy life!  He is NOT Presidential material… https://t.co/jhbE3sJqnm,positive
6230,Joe Biden,You are so full of hatred it is clouding your mind. You have no proof whatsoever that there was any Quid Pro Quo on… https://t.co/WJlMUFxcLP,positive
6231,Joe Biden,@sundown29502744 @PpollingNumbers @MonmouthPoll Maybe it'll give me the aneurysm I need to finally understand Joe Biden too.,neutral
6232,Joe Biden,Bernie Sanders IS back in second place behind Joe Biden…. https://t.co/wFOcYoFjaW,negative
6233,Joe Biden,@Shmolitics @ChrisStigall So Joe Biden getting Ukraine prosecutor fired while withholding 1 Billion in aid should NOT be investigated?,neutral
6234,Joe Biden,@DonaldJTrumpJr Explain to me when this happened? I have been watching the hearings. What video evidence? Joe Biden… https://t.co/H4DlIpj7yT,neutral
6235,Joe Biden,@paulsperry_ When did this happen? I have been watching all hearings. I have seen NO video evidence of Joe Biden. When did this happen?,neutral
6236,Joe Biden,I'm so glad the primary concern for Dems through all of this is defending the banal corruption of Joe Biden https://t.co/1h2W648nDb,positive
6237,Joe Biden,"RT @BraveArcanine: Like .....the fact Joe Biden says “Republicans will work with me” should be disqualifying in its own right , because my…",positive
6238,Joe Biden,RT @robsolonhamer: Joe Biden labors under the delusion that Republicans are still a normal political party with the country’s best interest…,positive
6239,Joe Biden,Lunatic idiot: Louie Gohmert threatens to impeach Joe Biden in hearing meltdown: ‘We’ve already got the forms’ – Ra… https://t.co/C0FuA3FJQ7,negative
6240,Joe Biden,"@brookefoxnews @realDonaldTrump Overall good article, except for this section: ""...regarding Joe Biden's effort to… https://t.co/3efrwJAWP9",positive
6241,Joe Biden,"@JoeBiden attempts to win over youth with appearance on Ed Sullivan Show #UncleJoe #JoeBiden
https://t.co/5s81N6L6nH",positive
6242,Joe Biden,@SpeakerPelosi Why aren’t you investigating Joe Biden and what he did. He and his son are thieves!! You are a hippocrite.,neutral
6243,Joe Biden,"Politician’s son who gives to charity rather than parties, fathers babies they won’t care for, and takes free stuff… https://t.co/4hepJJaLWG",positive
6244,Joe Biden,Texas congressman says Republicans ready to impeach Joe Biden #SmartNews 😂😂😂😂 he didn’t betray our country or sell… https://t.co/iF6Tq6aNIk,positive
6245,Joe Biden,HUD Withholding Hurricane Aid To Puerto Rico Until It Investigates Joe Biden - Wonkette #SmartNews wtf this is so s… https://t.co/T0ezrcXfFb,negative
6246,Joe Biden,@TheEconomist I would like to move forward. Joe Biden is not my first choice but I will vote for him if he is the nominee,positive
6247,Joe Biden,@ljbrilljr @asomer @thehowie @Jim_Jordan @JoeBiden @realDonaldTrump Except there was no spying. Does Joe Biden have… https://t.co/NwLEryPdXT,neutral
6248,Joe Biden,@PrettyGoodPhil @Morning_Joe Attacking Warren? Fully supporting Biden or building up Mayor Pete? Or Joe yet again t… https://t.co/XRJejD2msK,positive
6249,Joe Biden,@JoeNBC I'm getting really sick &amp; tired of your preference for Joe Biden. Biden is a good guy who wants to go back… https://t.co/sy2l4wjRd3,negative
6250,Joe Biden,"RT @thejtlewis: Joe Biden, Nancy Pelosi, Jerry Nadler and Adam Schiff have served in Washington for a combined 121 years.

Donald Trump has…",neutral
6251,Joe Biden,"RT @RadioFreeTom: This video of Lindsey Graham talking about Joe Biden - ""as good a man as God ever created"" - is really something to watch…",positive
6252,Joe Biden,@See_Libertarian @esotologist @RawStory @DevinNunes @foxandfriends @CNN No omissions Olie. I simply don't desire to… https://t.co/q4XHNHA3rW,neutral
6253,Joe Biden,@chuckwoolery Joe Biden?,neutral
6254,Joe Biden,"The 2020 Campaign: Say It's Not Just Malarkey, Joe - Tabloid-worthy Hunter Biden undercuts father's 'No Malarkey' m… https://t.co/I3ca3xHnAc",positive
6255,Joe Biden,RT @NickRicci5: Joe Biden Once Said A Pro-Confederacy Group Was Made Up Of ‘Many Fine People’ https://t.co/JDVbTMys7J,positive
6256,Joe Biden,"@MSNBC The reason President Trump calls Joe Biden "" Sleepie Joe "" is because of Joe Biden,s Heroin Abuse History",neutral
6257,Joe Biden,@StuntQueenAgncy @SelendrileD @KindAndUnblind @Ah_occ_o @NYforSanders @TheRevAl @aria_ahrary @KillerMike Take that… https://t.co/eRYvxBAyDt,neutral
6258,Joe Biden,I forgot my homework #Biden: ‘Nobody warned me’ about Hunter and #Ukraine because Beau was dying https://t.co/AGVkyeBHPz,neutral
6259,Joe Biden,Joe Biden Claims Ignorance On His Son’s Conflicts Of Interest With Burisma https://t.co/Sj5Uax4PEm,neutral
6260,Joe Biden,RT @THESANDMAN081: John Kerry endorsing Joe Biden is meaningless especially when John Kerry is in violation of the hatch act. Possibly trea…,negative
6261,Joe Biden,#LMAO #Satire #NoBiden #NoMeansNoJoe #GropeyMcRacist #BooBiden #NotThisGuy https://t.co/9bBILfyO6s,positive
6262,Joe Biden,RT @MaxAbramson7: @GiantsPride12 @GOP @LPNational The question is what was Joe Biden's motive for withholding the money in order to get the…,neutral
6263,Joe Biden,RT @manchguy1982: @TrumpWarRoom It's clear none of the Democrats read the call transcript. They keep saying Trump asked Ukraine to investig…,positive
6264,Joe Biden,@GiantsPride12 @GOP @LPNational The question is what was Joe Biden's motive for withholding the money in order to get the prosecutor fired.,neutral
6265,Joe Biden,RT @robbyusea: We All Must Totally Support Vice President Joe Biden As America's Next Legitimate President Of The United States He Will Cru…,neutral
6266,Joe Biden,Bill                                                             I love you but don’t tie Biden to these comments.… https://t.co/4WJL1bygEX,positive
6267,Joe Biden,@JasonMillerinDC @RudyGiuliani Rusty Rudy got Russian-sponsored crooked Ukrainians to deliver a bag of bullshtt on… https://t.co/ULcEqL46Wd,neutral
6268,Joe Biden,"@fbroughton79 @GOP Lying under oath to a grand jury is perjury, a crime, asking a leader to investigate why joe Bid… https://t.co/7CRFhwgjjH",positive
6269,Joe Biden,BARACK OBAMA and JOE BIDEN linked to MISSING $5.3 BILLION during Obama Administration - TruthSeries https://t.co/tt6samy0BN,negative
6270,Joe Biden,We All Must Totally Support Vice President Joe Biden As America's Next Legitimate President Of The United States He… https://t.co/kqXiy72oaz,neutral
6271,Joe Biden,@essenviews Or to give him instructions on investigating Joe Biden!,neutral
6272,Joe Biden,"RT @reeseer1: @MotherJones Rejecting women of color, such as Kamala Harris, who have worked in law enforcement with the hope of reforming i…",neutral
6273,Joe Biden,RT @CSMUSArmy: #JoeBiden says he'd bar family from #ForeignBusinessDealings if elected https://t.co/Y8eeIKpGfO via @nypost #ALittleLate #Hu…,neutral
6274,Joe Biden,@thecoolan @4YrsToday Joe biden right!,positive
6275,Joe Biden,@PoliticalSavGuy @GeoffRBennett @AlexNBCNews @AdamSchiff Joe Biden 2020 huh?  How’s that working out?,neutral
6276,Joe Biden,@wotrwokr @boodacat2020 @shrekthepunk @MockingQballs1 @VanessaHeard6 @siempresoldados @TrumpForever200 @MrFly187… https://t.co/DKje94SQFc,neutral
6277,Joe Biden,RT @thejtlewis: @JoeBiden Will Joe Biden get called out for doctored audio here? This is very deceptive editing.,positive
6278,Joe Biden,https://t.co/iHm69fNcw1,neutral
6279,Joe Biden,@davgoodman @Skoot62 @Easy_To_Slip @IndianaTheresa @CBSNews Joe Biden bragged about with holding aid and nothing ha… https://t.co/uviJTIzekq,neutral
6280,Joe Biden,"RT @SippinMyCoffee: @crlbe @TeaPainUSA @aquarius1049 They will take it as a serious opportunity to destroy Joe Biden, out the whistleblower…",negative
6281,Joe Biden,"RT @MBGlotzbach: @theblaze @realDonaldTrump @glennbeck Will someone... Anyone... PLEASE remind Americans, the @GOP (and the Dems.. even tho…",neutral
6282,Joe Biden,@Arkiegirl01 Purely a coincidence..A free five year audit of dirty Joe Biden's kid. Show us what you claimed on boa… https://t.co/rZXj7oyNWH,positive
6283,Joe Biden,"RT @LindseyGrahamSC: I love Joe Biden as a person but we are not going to give a pass to what is obviously a conflict of interest. 
 
I bel…",positive
6284,Joe Biden,RT @usacsmret: That means President Obama was fully aware that his top law enforcement agency was investigating his political rival’s campa…,positive
6285,Joe Biden,"@beveeay @paulsperry_ @realDonaldTrump And you believe that?

How else would you find out if there is corruption in… https://t.co/MTDmYXClQZ",neutral
6286,Joe Biden,"RT @usacsmret: ""We also now know the name of the whistleblower. The whistleblower needs to come before Congress as a material witness becau…",neutral
6287,Joe Biden,"RT @Lowcountry1Girl: Bongino rips Biden: ‘Why does he think he's immune from questions?’

Biden maintains Hunter did nothing wrong &amp; claime…",negative
6288,Joe Biden,"RT @usacsmret: The American public often is reminded, usually by Barack Obama, Joe Biden, and their loyalists in the American news media, t…",negative
6289,Joe Biden,@DonaldJTrumpJr So President Trump is being charged for Joe Bidens crimes? Biden admitted openly that he withheld a… https://t.co/Qse7jTXale,neutral
6290,Joe Biden,"Wow the House Democrats really want to go on TV and accuse our President of everything Hillary, DNC, Joe Biden mayb… https://t.co/iEsFsmAVgG",positive
6291,Joe Biden,@OG_Big_Ragu @AndyOstroy @realDonaldTrump Or Obama’s real birth certificate or Michelle’s past aka Michael Robinson… https://t.co/fS7sHj8VGm,negative
6292,Joe Biden,Now will they will announce Joe Biden’s Abuse of Power and Bribery of a foreign government charges? https://t.co/CcgZPGkohz,negative
6293,Joe Biden,@NPR Joe Biden #redpilling @npr is a mood.,neutral
6294,Joe Biden,"The President doesn't want to give money to corrupt Nations.

Ukraine was corrupt and Joe Biden was part of that co… https://t.co/f3U04ILord",negative
6295,Joe Biden,RT @DanRDimicco: 1-You can’t make this stuff up ....or can u? Biden Blames Staff:'Nobody Warned Me' of 'Potential Conflict of Interest' in…,neutral
6296,Joe Biden,"@MorningBriefing No, I not ""have to"" admire nor ""love"" Joe Biden.",positive
6297,Joe Biden,"I wanted Warren, but my promise remains....I will vote blue, no matter who. https://t.co/4vGojZPRtf",neutral
6298,Joe Biden,"@GOPLeader The democrats have hurt Joe Biden more than Trump ever thought possible.  Thanks to Pelosi, Schiff, and… https://t.co/Lbh5x8hQ9o",positive
6299,Joe Biden,@alix_real @Morning_Joe Meka stated bluntly she is supporting Biden,positive
6300,Joe Biden,@mehdirhasan You must be nuts to infer from @Joe Biden declarations that is all he intends to do as president,neutral
6301,Joe Biden,"“Hunter Biden” and “Burisma” are mentioned as often as “Trump” and “quid pro quo,” and that’s not good news for Joe… https://t.co/Ic6cGyICz5",negative
6302,Joe Biden,That means President Obama was fully aware that his top law enforcement agency was investigating his political riva… https://t.co/AxHG2MWDA4,positive
6303,Joe Biden,"The American public often is reminded, usually by Barack Obama, Joe Biden, and their loyalists in the American news… https://t.co/VBImLpkDYk",negative
6304,Joe Biden,@EPWVLaw @cspanwj One of the regulars posted yesterday that Joe Biden PUT his son on the Burisma Board. Seriously u… https://t.co/VTuWHWKDi9,negative
6305,Joe Biden,@Morning_Joe Goodness ... I'm done... this whole conversation about Warren is crazy.  I know you all are team Butti… https://t.co/WkbiTRE5U7,negative
6306,Joe Biden,@ForAmerica Joe Biden has been a democrat politician for 40 years. There is a 0% chance that he is 100% corrupt fre… https://t.co/DZshTfRtdV,negative
6307,Joe Biden,HUD Withholding Hurricane Aid To Puerto Rico Until It Investigates Joe Biden https://t.co/N4BYSff8xC,neutral
6308,Joe Biden,@daveweigel @DemSocialists @sunrisemvmt When will they go after Joe Biden? Or is this more about Pete than actual p… https://t.co/OpLHiCcHlL,positive
6309,Joe Biden,@don_blitzen @klhparker @KennRWeeks @Dirty_Water @lissasno1fan @Cigarvolante @American_hero @10903 @mdveritas… https://t.co/0TGCvl10Qe,neutral
6310,Joe Biden,"@crlbe @TeaPainUSA @aquarius1049 They will take it as a serious opportunity to destroy Joe Biden, out the whistlebl… https://t.co/7mWbpXaLQl",negative
6311,Joe Biden,"RT @ThePierreWilson: Joe Biden should not be running for President. I’m pretty sure this man barely knows where he is most days. 

He needs…",positive
6312,Joe Biden,"RT @WandaScott2019: Sold his SOUL to aipac, political zionists, corrupt in israel now expects to slide on in WH seat..not so fast Biden boy…",negative
6313,Joe Biden,"Sold his SOUL to aipac, political zionists, corrupt in israel now expects to slide on in WH seat..not so fast Biden… https://t.co/JuifEZwAUw",negative
6314,Joe Biden,My mother got her social security raise yesterday President and Congress looking out for the retired people joe Bid… https://t.co/WqMEp9aa77,positive
6315,Joe Biden,RT @FPPTim: Joe Biden’s Mental Health/Possible Dementia Should Be A Serious National Discussion https://t.co/uLSBcYRBAG,negative
6316,Joe Biden,RT @Concealcarrygrl: Joe Biden. Power to them is a be-all end-all do whatever it takes endeavor. Power to us is a sacred honor that if God…,neutral
6317,Joe Biden,"@CNN Facts? Anyone even close to the President,including the President of Ukraine said this is BULLSH-! No wittness… https://t.co/yp5C1ZOUOn",neutral
6318,Joe Biden,@RawStory @sar_oso @replouiegohmert You realize you just said that Joe Biden will beat trump.  I think so too.  Does trump know? 😂😂😂😂😂😂😂,neutral
6319,Joe Biden,@TheBabylonBee Better tell that to Joe Biden. He would disagree with the only Eskimo running. Tulsi Gabbard.,positive
6320,Joe Biden,"Joe Biden reportedly tells audience ""I may be Irish but I'm not stupid"" https://t.co/BYLYi7m8YY via @theirishpost",positive
6321,Joe Biden,Joe Biden’s Mental Health/Possible Dementia Should Be A Serious National Discussion https://t.co/uLSBcYRBAG,negative
6322,Joe Biden,"RT @MelindaFowler20: @RepDLesko WHY DO THE DEMOCRATS NOT WANT TO KNOW IF UKRAINE CORRECT INTERFERED IN THE 2016 ELECTION ? 
How does invest…",neutral
6323,Joe Biden,1-You can’t make this stuff up ....or can u? Biden Blames Staff:'Nobody Warned Me' of 'Potential Conflict of Intere… https://t.co/XgU3Lw9HuF,neutral
6324,Joe Biden,BTR News: Inciting Misdemeanor &amp; Felony Violence Against People Is An Impeachable Offense But Pelosi Only Thought T… https://t.co/9OiKsUfsbp,neutral
6325,Joe Biden,Cranky Joe Biden now claims he never called 83-yr-old vet “fat” – you be the judge https://t.co/YpfBiBekpL,positive
6326,Joe Biden,"""We also now know the name of the whistleblower. The whistleblower needs to come before Congress as a material witn… https://t.co/NINFPtFJmb",neutral
6327,Joe Biden,RT @brad53227656: @HMLoeschMcK @sovereignsouls You are seeing it correct and I wonder what else is being Biden from us that Joe has done 🤢🤮,neutral
6328,Joe Biden,@HMLoeschMcK @sovereignsouls You are seeing it correct and I wonder what else is being Biden from us that Joe has done 🤢🤮,neutral
6329,Joe Biden,@LovToRideMyTrek @LauraPyatt @gatewaypundit Joe Biden was assisting Obama who was busy green lighting Yemen for the… https://t.co/4TT8Ma5lsW,negative
6330,Joe Biden,Joe Biden gives off hella slenderman vibes.,neutral
6331,Joe Biden,"Joe Biden Contradicts Top Adviser, Claims Was Never Warned About Burisma https://t.co/pt0dAGBpbO via @BreitbartNews",positive
6332,Joe Biden,Former Prosecutor General Viktor Shokin spoke to OAN about Joe Biden's direct role in getting his office to stop in… https://t.co/pzkF34aUoa,positive
6333,Joe Biden,"RT @peaceluvbernie: @mehdirhasan @AriBerman Joe Biden was assisting Obama who was busy green lighting Yemen for the Saudis, arming Al Qaeda…",negative
6334,Joe Biden,"@mehdirhasan @AriBerman Joe Biden was assisting Obama who was busy green lighting Yemen for the Saudis, arming Al Q… https://t.co/Kdamwxu4qD",negative
6335,Joe Biden,@PodSaveAmerica I think that why the POC candidates have failed the electability test is because Obama/BIDEN set th… https://t.co/YXDELHaeFW,negative
6336,Joe Biden,"Caroline Biden, Joe Biden's niece, pleads guilty in $110,000 theft https://t.co/ScBhFJrLA4",negative
6337,Joe Biden,@New_Narrative @maggieNYT Joe B working with Ukraine is not as bad as the entire Tmurp family leaching off the taxp… https://t.co/sfzui4buGW,negative
6338,Joe Biden,"@RNCResearch Joe Biden is so cool. He should have said, “says you!” or he could have just flipped the guy off. Both… https://t.co/3ONEsUxVuS",positive
6339,Joe Biden,Is this a disaster — or a defining moment for Joe Biden? https://t.co/KHqlcd4XRa,neutral
6340,Joe Biden,It's kind of fitting that Joe Biden is in Waterloo tonight.,positive
6341,Joe Biden,"An example of boomer moment would be Joe Biden's tour bus.

""Hey kids. Remember the term ""malarky""? https://t.co/39swBcH8pW",neutral
6342,Joe Biden,Joe Biden and Barack Obama steal millions from Ukraine https://t.co/JSi0qGDCdU,neutral
6343,Joe Biden,"@odonnell_r If Joe Biden (a senile old man who can’t put two words together, can’t remember anything) is a top tier… https://t.co/Iy3euVH5Wz",positive
6344,Joe Biden,@Morning_Joe @CoryBooker @KamalaHarris Did you ever answer the question? How is he going to convince Black voters t… https://t.co/xzw2rs3HIe,negative
6345,Joe Biden,@TomFitton @RudyGiuliani @realDonaldTrump I wonder what some Joe Biden phone conversations would sound like.,positive
6346,Joe Biden,https://t.co/UmJxJ71vF1 Joe Biden sees fundraising improvement after rough summer $SO #SO… https://t.co/kZT9P3qcHx,negative
6347,Joe Biden,"RT @Breaking911: JOE BIDEN: ""I got hairy legs that turn blonde in the sun. The kids used to come up and reach in the pool &amp; rub my leg down…",negative
6348,Joe Biden,RT @MachiaBilly: Has anyone actually met a real life supporter of Joe Biden? Who are these people? I'm not sure I believe that they truly e…,negative
6349,Joe Biden,"I've still yet to meet a Joe Biden supporter, and 90% of my friends are Democrats or left-leaning. Do any of you kn… https://t.co/syWbHrK6uu",neutral
6350,Joe Biden,"RT @Breaking911: Joe Biden lashes out at voter after he calls Biden out on Ukraine: “you’re a damn liar""

 https://t.co/BuOrpdvjBd",neutral
6351,Joe Biden,RT @CarolynEvertso1: Louie Gohmert threatens to impeach Joe Biden in hearing meltdown: ‘We’ve already got the forms’ https://t.co/Irwep4hLdd,neutral
6352,Joe Biden,RT @Viper0610: @siano4progress @realDonaldTrump Just wait till it gets to the Senate.   All the whiteness the Democrats refused to call wil…,neutral
6353,Joe Biden,@Rightwing_Vet @no_silenced @dbongino @PeteHegseth I agree. I say we get a special council lined up for Joe Biden a… https://t.co/KUYjt2ZTiM,positive
6354,Joe Biden,Louie Gohmert threatens to impeach Joe Biden in hearing meltdown: ‘We’ve already got the forms’ https://t.co/Irwep4hLdd,neutral
6355,Joe Biden,"How Joe Biden Gets Away With Calling A Voter A Fat, Dumb, Liar https://t.co/WmIZxEpJMG",negative
6356,Joe Biden,@siano4progress @realDonaldTrump Just wait till it gets to the Senate.   All the whiteness the Democrats refused to… https://t.co/CccFQo3eWr,neutral
6357,Joe Biden,So when the Democrats send a delegation of Congress personnel over to Ukraine to undermine President Trump and to i… https://t.co/F133SVtE9M,neutral
6358,Joe Biden,Awesome! Doug Collins Gets Democratic Counsel to Admit Joe Biden Carried Out ‘Quid Pro Quo’ with Ukrainian Governme… https://t.co/Pmev8g0BEw,positive
6359,Joe Biden,@SeriouslyJr Joe Biden. I have no choice as much as I hate this primary. Elizabeth Warren is a fraud who I have very serious issues with.,negative
6360,Joe Biden,"@Kc_indep_lady @MorningJoe @SteveSchmidtSES What the hell is their deal. If you're not Joe Biden or Pete Buttigieg,… https://t.co/OFJkTiKez2",neutral
6361,Joe Biden,There’s testimony the FBI would be happy to provide that explains your scheme to have Ukraine investigate Joe Biden… https://t.co/X3Cmm9OyfK,positive
6362,Joe Biden,@LesaPamplin Where was this vetting when Kamala was in the race? Can’t believe it took 12 months for EW to get the… https://t.co/Rb2g4lHXMm,neutral
6363,Joe Biden,"Joe Biden admits he needs the gop to hide dem corruption! Watch him say Stay Republican, Vote For Me https://t.co/gOEVPv9tPO",neutral
6364,Joe Biden,RT @JayWilburn3: @WayneDupreeShow Joe Biden has admitted in camera to withhold funds to the Ukraine if they didn’t fire a certain prosecuto…,positive
6365,Joe Biden,RT @joegrice_: @3vil3ddie666 @HollyLTaylor76 @Morning_Joe I support Biden and I’m 24. I consider myself a moderate Democrat.,neutral
6366,Joe Biden,@3vil3ddie666 @HollyLTaylor76 @Morning_Joe I support Biden and I’m 24. I consider myself a moderate Democrat.,neutral
6367,Joe Biden,RT @GeneBryant2: The socialists of Jacobin magazine used to treat her like a promising alternative to Bernie Sanders. Now they write as if…,positive
6368,Joe Biden,NO MORE JOKES! Joe Biden's Mental Health/Possible Dementia Needs to Become a Serious National Discussion - DC Cloth… https://t.co/59gGQHyDyg,negative
6369,Joe Biden,Timeline of Events Undercuts Joe Biden's Newest Burisma Defense https://t.co/FFG7JXucMX,neutral
6370,Joe Biden,The socialists of Jacobin magazine used to treat her like a promising alternative to Bernie Sanders. Now they write… https://t.co/6qKy0GvRj0,positive
6371,Joe Biden,RT @perezkellyk: Timeline of Events Undercuts Joe Biden’s Newest Burisma Defense https://t.co/kqVh3TducF,neutral
6372,Joe Biden,RT @RandPaul: Poor Joe Biden getting pummeled for his “No Malarkey” bus tour. Guess it could have been worse if he named it the “No More Po…,negative
6373,Joe Biden,Republican counsel Stephen Castor awkwardly dodged questions about Trump blocking witnesses from testifying. He als… https://t.co/1oF8sbDVvP,negative
6374,Joe Biden,"@1DrewHa @ChrisJZullo @realDonaldTrump Old Joe Biden amitted to his on National TV, on his own words Trump y'all go… https://t.co/xKmdu0P3FR",positive
6375,Joe Biden,"In the rush for impeachment, Pelosi and Schiff forgot about the facts. In aiming at President Trump they are taking… https://t.co/yYcTNc6u8x",neutral
6376,Joe Biden,"2-And the corruption going on, all the while Hunter Biden is on the board. Then we have Joe Biden’s quid pro quo, t… https://t.co/eplZtGchvE",neutral
6377,Joe Biden,"1- Folks let me just say this.  Joe Biden‘s days are numbered, with his major daily gaffes on the campaign trail, s… https://t.co/CXkjcPy4y6",positive
6378,Joe Biden,"@johnregehr Joe Biden cannot tolerate that kind of language, young man. How are you going to reach across the aisle… https://t.co/BptDhm96qx",positive
6379,Joe Biden,@WayneDupreeShow Joe Biden has admitted in camera to withhold funds to the Ukraine if they didn’t fire a certain pr… https://t.co/rqfPDFYT0H,positive
6380,Joe Biden,"@WSJ @jaredkushner Hate to tell you this, but just because the Pres thinks he did no wrong, doesn’t make it so.  HE… https://t.co/bt2Qcecfk1",negative
6381,Joe Biden,Joe gonna talk Trump right back in office. No one under 40 is excited abt Joe.....at all.  RT @thehill: Biden expre… https://t.co/ZRL0g6RPtk,positive
6382,Joe Biden,@SirHublife Joe Biden's nephew? Asking for a friend...🤪,neutral
6383,Joe Biden,"After Kellyanne Conway tweeted that former Vice President Joe Biden is ""Creepy"" and asked, ""We need Ukraine's help… https://t.co/Pl5g46qAKt",negative
6384,Joe Biden,"I may not agree with all his policies, but I will always respect &amp; look up to @JoeBiden because of how he has manag… https://t.co/FJVOjdof1J",neutral
6385,Joe Biden,RT @RandPaul: It is being reported that the whistleblower was Joe Biden’s point man on Ukraine. It is imperative the whistleblower is subpo…,neutral
6386,Joe Biden,Joe Biden claims ignorance on son Hunter's Burisma conflict of interest - American Thinker https://t.co/fJ3qMbwN9t,neutral
6387,Joe Biden,Timeline of Events Undercuts Joe Biden’s Newest Burisma Defense https://t.co/kqVh3TducF,neutral
6388,Joe Biden,@RepJerryNadler we will never walk away from our beloved president  so you have a long  time waiting  You will get… https://t.co/Akj2BryDGO,positive
6389,Joe Biden,"RT @Jelco70: President Trumps says that Joe Biden is creepy and then Joe Biden confirms it everytime he steps in front of a microphone. 
HE…",negative
6390,Joe Biden,RT @infantry101A: Imagine being in a group of people and Joe fucking Biden is the leader. #LOSERS,negative
6391,Joe Biden,"Something about Joe Biden lately.... forgetting which state he is in, challenging people to push up contests now bl… https://t.co/i050YuIPy7",positive
6392,Joe Biden,"RT @Jelco70: Looks like Joe Biden is in panic mode
 He's very worried and rightly so that the truth about him and his son will come out. AN…",positive
6393,Joe Biden,"Giving Joe Biden comment about He doesn't Republicans being Wipeout.
Year after Year they continue to take,go after… https://t.co/qkJP50Ri7u",neutral
6394,Joe Biden,Joe Biden Claims Ignorance On His Son’s Conflicts Of Interest With Burisma - https://t.co/dYEVXXR4xJ,neutral
6395,Joe Biden,"@JoeBiden Joe Biden is erratic, unstable, and dangerously incompetent. Every day that he runs for President is a da… https://t.co/6yVvc4rBFd",negative
6396,Joe Biden,@hutchinson That’s you going to vote for Uncle Joe Biden as the President of the United States. Incredible,positive
6397,Joe Biden,@SenSchumer So Joe Biden commits a crime and President Trump gets impeached for uncovering it,neutral
6398,Joe Biden,RT @artsyboy1985: @lynnv378 Joe Biden is only getting a conditional support from me as much as I hate to say that. I didn’t spend 12 months…,negative
6399,Joe Biden,"@5thstreet315 @tonyhakim7 @marklevinshow No It doesn’t, but while the House is investigating the President. A feder… https://t.co/SSThma3DG9",neutral
6400,Joe Biden,Imagine being in a group of people and Joe fucking Biden is the leader. #LOSERS,negative
6401,Joe Biden,https://t.co/5U2A0sWEyi,neutral
6402,Joe Biden,@lynnv378 Joe Biden is only getting a conditional support from me as much as I hate to say that. I didn’t spend 12… https://t.co/LzPImjXWD7,negative
6403,Joe Biden,@Chupwn @AndrewYang Especially towards fucking Joe bleeding eyes Biden...,negative
6404,Joe Biden,"#ImpeachmentHearings  
GOP counsel Castor was being disingenuous when he said that he didn't think that Joe Biden w… https://t.co/WIPxya1Hz9",neutral
6405,Joe Biden,If the Republicans are so hell bent on smearing Joe Biden why didn’t they investigate him when they were in charge… https://t.co/KYIeQokBrw,neutral
6406,Joe Biden,"@MZHemingway So, get the right guy to make up any story, and we can spy on Elizabeth Warren or Joe Biden then...........",positive
6407,Joe Biden,@erinn_nnicolee @realDonaldTrump Paul Ryan &amp; Mitch McConnell would have removed him from office. Joe Biden would ha… https://t.co/3NqtFx5dtB,neutral
6408,Joe Biden,"Biden is sinking his own ship.

 https://t.co/mZESQauOGZ via @gatewaypundit",positive
6409,Joe Biden,Off mic scenes from Joe Biden’s wild road trip through Iowa https://t.co/yWp38mkKrb via @politico,positive
6410,Joe Biden,"@5thstreet315 @tonyhakim7 @marklevinshow Is Joe Biden, who did the exact thing by stopping the investigation into h… https://t.co/lghdPolFWG",positive
6411,Joe Biden,RT @DUANEALLEN: Democrat Leader Joe Biden is Cracking Up So Bad They're Making Cartoons About His Gaffes https://t.co/OOVWalcJoy,negative
